userID,itemID,rating,item_features,user_features
5df49b32cc709107827fb3c7,5ec821ddec493f4a2655889e,4,artwork|Visual Arts|Graphic Design|Artistic design|Graphic|Illustration,female|undergraduate
5df49b32cc709107827fb3c7,5ec1fd0974f7660d73aa0fd5,1,artwork|Drawings,female|undergraduate
5df49b32cc709107827fb3c7,5ecd5d417023451e662235c5,4,blog|Computer Technology|Machine Learning,female|undergraduate
5df49b32cc709107827fb3c7,5ecb72c0eaff6b0c3a58a48e,2,artwork|Photography|Architecture|Visual Arts|Graphic Design|Artistic design|Graphic|Logo Design,female|undergraduate
5df49b32cc709107827fb3c7,5ea5aacd10426255a7aa9b71,3,project|nan,female|undergraduate
5df49b32cc709107827fb3c7,5ea5aacd10426255a7aa9b71,3,project|nan,female|undergraduate
5df49b32cc709107827fb3c7,5ec3c09274f7660d73aa1229,4,artwork|Pen and ink,female|undergraduate
5df49b32cc709107827fb3c7,5ec573a3f2781131cc7e51b8,5,skill|Art; Science,female|undergraduate
5df49b32cc709107827fb3c7,5ecb7155eaff6b0c3a58a486,2,artwork|Photography|Architecture|Visual Arts|Graphic Design,female|undergraduate
5df49b32cc709107827fb3c7,5ecb6edeeaff6b0c3a58a479,3,artwork|Photography|Architecture,female|undergraduate
5df49b32cc709107827fb3c7,5eca8fceeaff6b0c3a58a3c0,2,project|nan,female|undergraduate
5df49b32cc709107827fb3c7,5dee9b5042a8854bf6eabaaf,4,project|nan,female|undergraduate
5df49b32cc709107827fb3c7,5ec54fc9f2781131cc7e50f5,5,skill|Science;Technology,female|undergraduate
5df49b32cc709107827fb3c7,5eb2c11210426255a7aaa052,5,artwork|Drawings,female|undergraduate
5df49b32cc709107827fb3c7,5ea5ce9310426255a7aa9b8d,1,project|nan,female|undergraduate
5df49b32cc709107827fb3c7,5ec8204cec493f4a26558893,4,artwork|Artistic design|Logo Design|Graphic|Illustration,female|undergraduate
5df49b32cc709107827fb3c7,5ec3667274f7660d73aa1194,3,artwork|Drawings,female|undergraduate
5df49b32cc709107827fb3c7,5ec3676574f7660d73aa119a,5,artwork|Drawings,female|undergraduate
5df49b32cc709107827fb3c7,5ec57acaf2781131cc7e51d5,3,artwork|Painting,female|undergraduate
5df49b32cc709107827fb3c7,5eba2e94514aab59896bcc5a,3,artwork|Photography,female|undergraduate
5df49b32cc709107827fb3c7,5ec2215374f7660d73aa1011,4,artwork|Painting,female|undergraduate
5df49b32cc709107827fb3c7,5ec2b27974f7660d73aa1115,3,blog|Fashion Desigining|Pattern & Culture|Fashion Textile|Fashion Trends,female|undergraduate
5df49b32cc709107827fb3c7,5ebc3239514aab59896bcc86,2,blog|Fashion Desigining|Fashion Illustration|Pattern Cutting|Fashion Communication,female|undergraduate
5df49b32cc709107827fb3c7,5ec2f7c074f7660d73aa116e,5,skill|Art,female|undergraduate
5df49b32cc709107827fb3c7,5e7a0fa1cfc8b713f5ac7d78,2,artwork|Drawings|Calligraphy,female|undergraduate
5df49b32cc709107827fb3c7,5eba2dd3514aab59896bcc57,4,artwork|Photography,female|undergraduate
5df49b32cc709107827fb3c7,5e7a633ecfc8b713f5ac7d85,2,artwork|Calligraphy,female|undergraduate
5df49b32cc709107827fb3c7,5ea3236810426255a7aa9ac8,1,artwork|Photography,female|undergraduate
5df49b32cc709107827fb3c7,5e7a0d85cfc8b713f5ac7d77,3,artwork|Visual Arts,female|undergraduate
5df49b32cc709107827fb3c7,5eb6e04ffd92f539c465dd8f,2,artwork|Photography,female|undergraduate
5ec3ba5374f7660d73aa1201,5ec821ddec493f4a2655889e,2,artwork|Visual Arts|Graphic Design|Artistic design|Graphic|Illustration,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec7a8bdec493f4a26558846,5,artwork|Drawings|Fashion Design|Illustration|Watercolours,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec1fd0974f7660d73aa0fd5,2,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecc1d4eeaff6b0c3a58a565,3,artwork|Photography,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecd5d417023451e662235c5,5,blog|Computer Technology|Machine Learning,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecb72c0eaff6b0c3a58a48e,1,artwork|Photography|Architecture|Visual Arts|Graphic Design|Artistic design|Graphic|Logo Design,male|undergraduate
5ec3ba5374f7660d73aa1201,5ed0e31a76027d35905cc302,1,project|nan,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec3c09274f7660d73aa1229,2,artwork|Pen and ink,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec573a3f2781131cc7e51b8,3,skill|Art; Science,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecb7155eaff6b0c3a58a486,1,artwork|Photography|Architecture|Visual Arts|Graphic Design,male|undergraduate
5ec3ba5374f7660d73aa1201,5ebd1111514aab59896bcd1c,2,blog|Fashion Desigining|Pattern & Culture|Fashion Trends|Fashion Portfoilio,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec7a699ec493f4a2655883a,2,artwork|Fashion Design|Illustration|Watercolours|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec3bc1a74f7660d73aa1207,1,skill|Art,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecc186aeaff6b0c3a58a53f,1,artwork|Visual Arts|Photography,male|undergraduate
5ec3ba5374f7660d73aa1201,5ecce8a5eaff6b0c3a58a5e9,4,artwork|Photography,male|undergraduate
5ec3ba5374f7660d73aa1201,5eca8fceeaff6b0c3a58a3c0,2,project|nan,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec54fc9f2781131cc7e50f5,1,skill|Science;Technology,male|undergraduate
5ec3ba5374f7660d73aa1201,5e4ef199f5561b1994c8e4a4,1,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ebd5b46514aab59896bcd5a,5,skill|Sketch Video,male|undergraduate
5ec3ba5374f7660d73aa1201,5ea5ce9310426255a7aa9b8d,2,project|nan,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec8204cec493f4a26558893,1,artwork|Artistic design|Logo Design|Graphic|Illustration,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec3667274f7660d73aa1194,2,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec7a7a3ec493f4a26558840,2,artwork|Drawings|Fashion Design|Illustration|Watercolours,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec601a0f2781131cc7e522e,3,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec3676574f7660d73aa119a,5,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec5546bf2781131cc7e5140,4,artwork|Painting,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec57acaf2781131cc7e51d5,2,artwork|Painting,male|undergraduate
5ec3ba5374f7660d73aa1201,5e3fce21eab55d319938a81c,1,blog|Human Rights|Rights and Duties,male|undergraduate
5ec3ba5374f7660d73aa1201,5e3fd3bdeab55d319938a824,1,blog|Political Science|Colonialism In India,male|undergraduate
5ec3ba5374f7660d73aa1201,5e3fd57aeab55d319938a826,2,blog|Legal Studies|Labor Law,male|undergraduate
5ec3ba5374f7660d73aa1201,5e37d490eab55d319938a713,4,blog|Banking|Banking Companies,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec2e16074f7660d73aa1154,1,skill|Professionalism,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec278b574f7660d73aa10d5,2,artwork|Drawings,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec2215374f7660d73aa1011,5,artwork|Painting,male|undergraduate
5ec3ba5374f7660d73aa1201,5ec2b27974f7660d73aa1115,1,blog|Fashion Desigining|Pattern & Culture|Fashion Textile|Fashion Trends,male|undergraduate
5ec3ba5374f7660d73aa1201,5ebc3239514aab59896bcc86,1,blog|Fashion Desigining|Fashion Illustration|Pattern Cutting|Fashion Communication,male|undergraduate
5ec2204374f7660d73aa100f,5ec821ddec493f4a2655889e,3,artwork|Visual Arts|Graphic Design|Artistic design|Graphic|Illustration,female|undergraduate
5ec2204374f7660d73aa100f,5ec1fd0974f7660d73aa0fd5,3,artwork|Drawings,female|undergraduate
5ec2204374f7660d73aa100f,5ec3667274f7660d73aa1194,4,artwork|Drawings,female|undergraduate
5ec2204374f7660d73aa100f,5ec3676574f7660d73aa119a,4,artwork|Drawings,female|undergraduate
5ec2204374f7660d73aa100f,5ec278b574f7660d73aa10d5,1,artwork|Drawings,female|undergraduate
5ec2204374f7660d73aa100f,5ec2215374f7660d73aa1011,3,artwork|Painting,female|undergraduate
5d7c994d5720533e15c3b1e9,5ec821ddec493f4a2655889e,5,artwork|Visual Arts|Graphic Design|Artistic design|Graphic|Illustration,male|undergraduate
5d7c994d5720533e15c3b1e9,5ed1ff0276027d35905cc60d,3,blog|Computer Technology|Cloud Computing,male|undergraduate
5d7c994d5720533e15c3b1e9,5ed13d2876027d35905cc4c2,4,skill|Technology,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecfb35c76027d35905cbfbc,2,artwork|Painting,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecf96e876027d35905cbf46,2,blog|Computer Technology|Machine Learning,male|undergraduate
5d7c994d5720533e15c3b1e9,5ed23cb876027d35905cc788,4,artwork|Typography|Calligraphy|Pen and ink,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec7a8bdec493f4a26558846,4,artwork|Drawings|Fashion Design|Illustration|Watercolours,male|undergraduate
5d7c994d5720533e15c3b1e9,5d7d405e5720533e15c3b1f3,1,artwork|Drawings,male|undergraduate
5d7c994d5720533e15c3b1e9,5ea7cd9610426255a7aa9bd2,3,skill|Business,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecd6ba47023451e66223604,5,artwork|Photography,male|undergraduate
5d7c994d5720533e15c3b1e9,5eca6ddbec493f4a26558a46,4,skill|Learning,male|undergraduate
5d7c994d5720533e15c3b1e9,5eca7601ec493f4a26558a62,4,skill|Learning,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec1fd0974f7660d73aa0fd5,5,artwork|Drawings,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecc1d4eeaff6b0c3a58a565,1,artwork|Photography,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecd5d417023451e662235c5,3,blog|Computer Technology|Machine Learning,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecb72c0eaff6b0c3a58a48e,3,artwork|Photography|Architecture|Visual Arts|Graphic Design|Artistic design|Graphic|Logo Design,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecf23b87023451e66223944,2,artwork|Photography,male|undergraduate
5d7c994d5720533e15c3b1e9,5ed0e20776027d35905cc2fe,1,blog|Literature|Stories|Fictions|Movements in Literature,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecfafcc76027d35905cbfb0,3,blog|Sociology|Sociology in India,male|undergraduate
5d7c994d5720533e15c3b1e9,5ed0e31a76027d35905cc302,4,project|nan,male|undergraduate
5d7c994d5720533e15c3b1e9,5ea5aacd10426255a7aa9b71,5,project|nan,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec3c09274f7660d73aa1229,2,artwork|Pen and ink,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec573a3f2781131cc7e51b8,2,skill|Art; Science,male|undergraduate
5d7c994d5720533e15c3b1e9,5ecb7155eaff6b0c3a58a486,2,artwork|Photography|Architecture|Visual Arts|Graphic Design,male|undergraduate
5d7c994d5720533e15c3b1e9,5ebd1111514aab59896bcd1c,5,blog|Fashion Desigining|Pattern & Culture|Fashion Trends|Fashion Portfoilio,male|undergraduate
5d7c994d5720533e15c3b1e9,5ea80a7e10426255a7aa9be2,4,blog|Business|Business Strategies|Business Enviorment|New Venture Planning|Foreign Business|Business Organisation,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec7a699ec493f4a2655883a,1,artwork|Fashion Design|Illustration|Watercolours|Drawings,male|undergraduate
5d7c994d5720533e15c3b1e9,5ec7ad1aec493f4a26558869,5,artwork|Fashion Design|Illustration|Conceptual|Watercolours|Pen and ink,male|undergraduate
